,Timestamp,I agree to these terms and conditions,Role,Training,Location,Work description,Level of computational skills,Comfort in developing computational skills,Approach to solutions,Frequency of script usage,Best practices articles,Written tutorials,Video tutorial,Interactive webinar,Office hours,One day seminar,Multiday workshop,Image analysis theory,Image analysis practices,Topics related to sub discipline,Specific software tool,Deep learning for image analysis,Analyzing large images,Visualization of results,Microscopy for life sciences physical sciences,Commonly used image analysis tools,Most used image analysis tools,Brightfield/DIC/phase-contrast manually acquired,Brightfield/DIC/phase-contrast automated,Fluorescent images manually acquired,Fluorescent images automated,Histological tissue sections,Electron microscopy,Imaging mass spectrometry,Imaging flow cytometry,Superresolution (PALM/STORM),Autofluorescence imaging (ie FLIM),Other,Well solved image analysis problems,Image analysis problems which needs better solutions,What image analysis tools have you used before? (check all that apply).1,What image analysis tools do you use the most?.1,Optical microscopy/DIC/fractography,Scanning electron microscopy,Transmission electron microscopy,Spectroscopy/diffractive imaging in the SEM/TEM,Imaging with mass spectrometry,X-ray microscopy,Atomic force microscopy,Fluorescence microscopy,Other,Well solved image analysis problems-physical sciences,Image analysis problems which needs better solutions physical sciences,hear about this survey,Previous experience,Number of conferences/workshops attended,Notification of image analysis workshop,Experience with previous workshops/conferences,Recommended conferences/workshops,Topics of interest,Creators role,Users role,Other thoughts,Subscription,Imaging,Balanced,Analyst,Work type,Knowledge of computational skills,Comfort
195,5/17/2022 18:20,Yes,Undergraduate/Graduate student,"Cell/Molecular Biology, Medicine",Europe,3.0,4.0,5.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Most of the time,Moderately preferable,Very preferable,Moderately preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Moderately preferable,Moderately interested,Moderately interested,Very interested,Moderately interested,Very interested,Very interested,Moderately interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,"2D, 2D + time",,2D,,,,,,,2D in vitro cell segmentation,"Segmentation of tissue data, especially in 3D+ (e.g. nuclei in cleared samples in Lightsheet), deconvolution of lightsheet images, spectral separation of channel bleedthrough and autofluorescence in conventional (i.e. not FLIM or hyperspectral) detectors",,,,,,,,,,,,,,Twitter,Workshop/tutorial on imaging or image analysis,Few,Twitter,,,3D tissue segmentation,Make them accessible to non coders (e.g. through Napari),Share ground truth data for AI training,,No,False,True,False,Balanced,Medium skill,Medium comfort
196,5/17/2022 18:27,Yes,Postdoctoral fellow,"Cell/Molecular Biology, Developmental Biology",North America,4.0,4.0,4.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Often,Somewhat preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Very preferable,Very preferable,Moderately interested,Moderately interested,Moderately interested,Somewhat interested,Somewhat interested,Somewhat interested,Moderately interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,"2D, 2D + time, 3D (<3000x3000x100), 3D + time",,,,,,,,,nuclei segmentation,foci identification; tracking,,,,,,,,,,,,,,My local microscopy facility,,Few,My local microscopy facility,,,,,,,No,False,True,False,Balanced,Medium skill,Medium comfort
197,5/17/2022 18:30,Yes,Research scientist,"Chemistry/Biochemistry, Cell/Molecular Biology",North America,4.0,3.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Never,Very preferable,Very preferable,Moderately preferable,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D + time, 3D + time",,"2D + time, 3D + time",,2D + time,,,,,,,,,,,,,,,,,,,,,,My local microscopy facility,Workshop/tutorial on imaging or image analysis,Some,My local microscopy facility,,,,,,,Yes,False,True,False,Balanced,Medium skill,Medium comfort
198,5/17/2022 18:31,Yes,Research scientist,Cell/Molecular Biology,North America,1.0,3.0,4.0,"Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Never,Moderately preferable,Very preferable,Moderately preferable,Somewhat preferable,Somewhat preferable,Not at all preferable,Not at all preferable,Somewhat interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time",,"2D, 2D + time, 3D (<3000x3000x100)",,2D,,,,,,,,,,,,,,,,,,,,,,My local microscopy facility,,None,My local microscopy facility,,,"Automating workflows, best practices/methods of reducing investigator bias",,,,Yes,True,False,False,Imaging,Medium skill,Medium comfort
199,5/17/2022 18:34,Yes,Postdoctoral fellow,"Chemistry/Biochemistry, Cell/Molecular Biology, Medicine, Statistics/Biostatistics",North America,4.0,4.0,6.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions on a particular website (please list below)",Sometimes,Somewhat preferable,Very preferable,Very preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Moderately interested,Moderately interested,Very interested,Moderately interested,Not at all interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D + time,2D + time,2D + time,2D + time,,,,,,2D + time,,,cell segmentation based on bright field,,,,,,,,,,,,,,My local microscopy facility,Workshop/tutorial on imaging or image analysis,Few,Email list,,,,,,,Yes,False,True,False,Balanced,Medium skill,High comfort
200,5/17/2022 18:35,Yes,Research scientist,"Physics/Biophysics, Chemistry/Biochemistry, Cell/Molecular Biology",North America,2.0,4.0,3.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google)",Never,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Not at all interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,2D,2D,2D,,,,,,2D,,finding nuclei ,identifying unique phenotypes,,,,,,,,,,,,,,Email list,Workshop/tutorial on imaging or image analysis,None,Email list,,,How to use certain tools and comparisons between different tools,More friendly GUIs and more video tutorials!!! Open source video tutorials by the creators,Not sure there,,No,True,False,False,Imaging,Medium skill,Medium comfort
201,5/17/2022 18:56,Yes,Research scientist,"Cell/Molecular Biology, Developmental Biology",North America,2.0,4.0,2.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions in the scientific literature",Never,Not at all preferable,Somewhat preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Very preferable,Very preferable,Somewhat interested,Moderately interested,Moderately interested,Moderately interested,Somewhat interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Commercial software that comes with my microscope (ie Columbus, Elements, Softworx, etc)",,,2D,,,,,,,,,,,,,,,,,,,,,,,,Email list,,None,Email list,,,,,,,Yes,True,False,False,Imaging,Medium skill,Low comfort
202,5/17/2022 19:34,Yes,Undergraduate/Graduate student,Cell/Molecular Biology,North America,4.0,3.0,4.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google)",Never,Somewhat preferable,Moderately preferable,Very preferable,Somewhat preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Somewhat interested,Moderately interested,Very interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,"2D, 3D (<3000x3000x100), 3D (SPIM/large volume)",,2D,,,,,,,,,,,,,,,,,,,,,,My local microscopy facility,,None,My local microscopy facility,,,,,,,No,False,True,False,Balanced,Medium skill,Medium comfort
203,5/17/2022 21:32,Yes,Facility staff,Cell/Molecular Biology,Australia,5.0,5.0,5.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Sometimes,Very preferable,Moderately preferable,Somewhat preferable,Not at all preferable,Somewhat preferable,Not at all preferable,Somewhat preferable,Somewhat interested,Not at all interested,Moderately interested,Very interested,Very interested,Very interested,Somewhat interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,"2D, 2D + time, 3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume)","2D, 2D + time",,,,,2D + time,2D + time,,,,,,,,,,,,,,,,,Postings on image.sc forum or microforum,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Postings on image.sc forum or microforum,,,,,,,Yes,False,True,False,Balanced,Medium skill,Medium comfort
204,5/17/2022 23:35,Yes,Research scientist,Physics/Biophysics,North America,4.0,5.0,5.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc, Look up solutions generally on the internet (Google)",Often,Somewhat preferable,Very preferable,Somewhat preferable,Somewhat preferable,Not at all preferable,Somewhat preferable,Somewhat preferable,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time",,"2D, 2D + time, 3D (<3000x3000x100), 3D + time",,,3D (SPIM/large volume),,,,,,Counting mono-nucleated cells,Object relationships that include cell-cell borders,,,,,,,,,,,,,,"The Images2Knowledge(I2K) conference, Postings on image.sc forum or microforum, Twitter, Email list","Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Postings on image.sc forum or microforum,I2K conferences. Well curated recordings on YouTube,,,"I'm annoyed whenever I see resources being devoted to creating one-off software solutions (""islands"") when it could have been trivially implemented through Fiji/CellProfiler.",Make sure people take good data,,No,False,True,False,Balanced,Medium skill,Medium comfort
205,5/18/2022 1:52,Yes,Facility staff,"Cell/Molecular Biology, Developmental Biology",Europe,4.0,3.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google)",Never,Very preferable,Very preferable,Somewhat preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Very preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,2D,"2D, 3D (<3000x3000x100)","2D, 3D (<3000x3000x100)",,,,,,,,,,,,,,,,,,,,,,,My local microscopy facility,Workshop/tutorial on imaging or image analysis,None,Email list,,,,,,,Yes,False,True,False,Balanced,Medium skill,Medium comfort
206,5/18/2022 4:22,Yes,Facility staff,"Cell/Molecular Biology, Developmental Biology",Europe,5.0,6.0,5.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Often,Moderately preferable,Very preferable,Very preferable,Moderately preferable,Moderately preferable,Moderately preferable,Somewhat preferable,Moderately interested,Very interested,Very interested,Very interested,Moderately interested,Moderately interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D + time,"2D, 3D (<3000x3000x100)","2D, 2D + time, 3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume), 3D large volume + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time",2D,,,,,,,"finding nuclei, tracking spots/cells in 2D, measuring intensities within nuclei","extracting cell shapes in epithelial tissues (touching cells), 3d cell tracking in large datasets",,,,,,,,,,,,,,The Images2Knowledge(I2K) conference,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis",Few,Email list,"Robert Haase's YouTube tutorials - good background to image analysis and well demonstrated use of these principles for analysis in Fiji. Also had more in-depth analysis with additional plugins (Clij, Qupath etc.).","EMBO Seeing is Believing, lightsheet microscopy conferences (LSFM)","Comparison between different software for cell segmentation (and cell shape analysis) in epithelial tissues. Comparison of free and commercial software for 3D cell tracking analysis - similar to the various ""analysis challenges"" that have been performed in previous years but showing off the findings as a workshop/webinar.","I think a lot of creators already are highly active in the community and do a lot to make analysis better (added features, helping users with problems etc.). The image.sc forum is a valuable resource for this purpose and I would encourage software creators to announce software via the forum and offer advice/support via that medium also.","As above, use various forums (particularly image.sc) to seek help/advice for their needs. If enough people have the same needs, it will encourage software developers to engage with the community and will drive the need for better (easier to use?) software.",,Yes,False,True,False,Balanced,High skill,Medium comfort
207,5/18/2022 5:44,Yes,Research scientist,"Cell/Molecular Biology, Developmental Biology",Europe,2.0,5.0,4.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Never,Moderately preferable,Very preferable,Very preferable,Very preferable,Moderately preferable,Very preferable,Moderately preferable,Moderately interested,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Commercial software that comes with my microscope (ie Columbus, Elements, Softworx, etc)",,,"2D, 2D + time","2D, 2D + time",,,,,,"2D, 2D + time",,,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis",Few,Email list,hands-on tutorial,,"using open source software - extracting data and inputing/formating in such a way to work with opensource. Advanced applications - FLIM with phasor approach, FCS",accessible with plugins for use with opensource tools,write full methods desrciptions within publications. Make published data available,,Yes,True,False,False,Imaging,Medium skill,Medium comfort
208,5/18/2022 6:03,Yes,Facility director,Developmental Biology,Europe,4.0,2.0,5.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc",Most of the time,Moderately preferable,Moderately preferable,Very preferable,Moderately preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D + time,2D + time,"2D, 2D + time, 3D (<3000x3000x100)","2D, 2D + time, 3D (<3000x3000x100)",2D,,2D,,,,,"None, though finding nuclei in 2D works well.",3D analysis of large data,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Some,Postings on image.sc forum or microforum,"Neubias webinars: theory then practice, and viewable on YouTube later on.",,Workflows that use different software.  E.g. Fiji to Ilastik to CellProfiler,Assume *complete* lack of computing knowledge from the user,Ask about analysis prior to acquire images.  We ask users before they even touch their microscope what they want to do with their images.,"I'm an amateur analyst, I run a facility, I wish there was someone who would be happy to remotely run an analysis when it's clear what is asked for is beyond my capability.",No,False,True,False,Balanced,Low skill,Medium comfort
209,5/18/2022 6:43,Yes,Undergraduate/Graduate student,"Cell/Molecular Biology, Medicine",Europe,4.0,2.0,2.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me",Never,Somewhat preferable,Somewhat preferable,Very preferable,Moderately preferable,Very preferable,Moderately preferable,Not at all preferable,Not at all interested,Somewhat interested,Very interested,Moderately interested,Somewhat interested,Very interested,Moderately interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,2D,2D,2D,2D,,,,,,,"Every tissue has a different challenge, sometimes even finding the nuclei can be difficult ","More options to find nuclei, we work with liver tissue and it`s hard to get the software to identify reliably both hepatocyte nuclei and all other nuclei",,,,,,,,,,,,,,My local microscopy facility,Workshop/tutorial on imaging or image analysis,Few,My local microscopy facility,Some InForm video tutorials were very helpful,,,,,,No,False,True,False,Balanced,Low skill,Low comfort
210,5/18/2022 6:49,Yes,Image/data analyst,"Physics/Biophysics, Computer science, Computer vision, Deep learning",Europe,7.0,6.0,6.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Most of the time,Somewhat preferable,Moderately preferable,Very preferable,Somewhat preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Life Sciences,"Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)",,,,,,"2D, 3D (<3000x3000x100), 3D (SPIM/large volume)",,,,,,fluorescence nucleus segmentation,EM organelle segmentation,,,,,,,,,,,,,,Word of mouth,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Twitter,NEUBIAS,,Sustainable development,"Lowest possible initial barriers, e.g. installation",Speak to developers about needs etc. Stop reinventing the wheel. Communication via strong community,,Yes,False,False,True,Analyst,High skill,High comfort
211,5/18/2022 7:24,Yes,Facility staff,Cell/Molecular Biology,Europe,5.0,5.0,7.0,"Sit down with a tool I know and start playing with the data, Ask on forum.image.sc",Most of the time,Somewhat preferable,Somewhat preferable,Moderately preferable,Very preferable,Somewhat preferable,Moderately preferable,Very preferable,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time","2D, 2D + time","3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume), 3D large volume + time","3D (<3000x3000x100), 3D + time",2D,,,,,,,"segmentation in 2D , tracking , color deconvolution, machine learning with random forest,","annotation in 3D for Deep learning, 3D segmentation, Denoising self-supervised, detection neurone in 3D,  easy way to use the Deep learning model in FIJI for the biologist (cell pose, stardist, N2V, CARE are ok but we need a better solution like DeepImageJ)",,,,,,,,,,,,,,Twitter,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,"all the NEUBIAS school and workshop, EMBL session",,"Deep learning for microscopy, napari, 3D annotation, CLIJ, Clesperanto",A solution easy to use in FIJI or Napari (use DL model). documentation on youtube,"share there knowledge, worshop, ",,Yes,False,True,False,Balanced,Medium skill,High comfort
212,5/18/2022 7:26,Yes,Image/data analyst,"Physics/Biophysics, Statistics/Biostatistics, Computer science, Computer vision, Deep learning",Europe,6.0,6.0,5.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Often,Somewhat preferable,Moderately preferable,Not at all preferable,Somewhat preferable,Very preferable,Somewhat preferable,Somewhat preferable,Somewhat interested,Somewhat interested,Moderately interested,Not at all interested,Somewhat interested,Moderately interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","2D, 2D + time","2D, 2D + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume), 3D large volume + time","2D, 2D + time, 3D (<3000x3000x100), 3D + time, 3D (SPIM/large volume), 3D large volume + time",,,,,"2D, 2D + time, 3D (<3000x3000x100), 3D + time",,,,automatic segmentation,,,,,,,,,,,,,,My local microscopy facility,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,Email list,"X Computer Optimized Microscopy course (Barcelona, June 2018)",only attended of image analysis/ microscopy,,tools that are understandable and easy to apply for regular users,learn the basics and meaning of what is an image,,Yes,False,False,True,Analyst,High skill,Medium comfort
213,5/18/2022 7:26,Yes,Facility director,"Physics/Biophysics, Chemistry/Biochemistry, Cell/Molecular Biology, Developmental Biology",Europe,4.0,5.0,6.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google)",Sometimes,Somewhat preferable,Very preferable,Somewhat preferable,Moderately preferable,Not at all preferable,Not at all preferable,Somewhat preferable,Very interested,Very interested,Very interested,Somewhat interested,Somewhat interested,Somewhat interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",,,"2D, 3D + time, 3D large volume + time",2D,,,,,2D,3D + time,,,"SIM, STORM, airyscan",,,,,,,,,,,,,,"Twitter, Email list",Workshop/tutorial on imaging or image analysis,Few,Postings on image.sc forum or microforum,,ELMI,,,,"Image analysis is very complex. From a facility perspective, it would be helpful if there is a common repository where pipelines/workflows could be shared with examples (CellProfiler's webpage on tutorials is excellent). That makes the average user more likely to run analysis by themselves.  ",Yes,False,True,False,Balanced,Medium skill,High comfort
214,5/18/2022 10:15,Yes,Image/data analyst,"Chemistry/Biochemistry, Computer science",Europe,6.0,5.0,7.0,Sit down with a tool I know and start playing with the data,Most of the time,Somewhat preferable,Somewhat preferable,Somewhat preferable,Somewhat preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)",3D large volume + time,3D large volume + time,3D + time,3D + time,2D,2D,2D,2D,2D + time,2D + time,3D (<3000x3000x100),,,,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Few,A discipline-specific society or network,,,,,,,No,False,False,True,Analyst,Medium skill,High comfort
215,5/18/2022 10:23,Yes,Undergraduate/Graduate student,"Chemistry/Biochemistry, Cell/Molecular Biology, Statistics/Biostatistics, Deep learning",Europe,4.0,5.0,7.0,"Sit down with a tool I know and start playing with the data, Ask a friend or colleague to help me, Look up solutions generally on the internet (Google), Look up solutions in the scientific literature",Most of the time,Moderately preferable,Very preferable,Moderately preferable,Moderately preferable,Very preferable,Very preferable,Very preferable,Somewhat interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Life Sciences,"Commercial software that comes with my microscope (Columbus, Nikon Elements, Softworx, etc), Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc), Computational libraries and scripts (scikit-image, MATLAB, etc)","Computational libraries and scripts (python (scikit-image), MATLAB, etc)",,,"2D, 2D + time, 3D (<3000x3000x100), 3D + time","2D + time, 3D + time",,,,,,,,finding nuclei,"segmentation, particle tracking, co-occurrence analysis, colocalisation",,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Some,Email list,I2K. Principles of fluorescent microscopy @ pastuer institut. Online python for image analysis courses. ,No. The field needs to improve it's user friendly-ness. ,"Advanced FIJI. Cellprofiler (and others) - top tips, compare and contrast. ","With analysis software, the most off putting thing is when the options window pops up with a bunch of parameters that mean nothing to you. Each parameter should have a lil ? button which provides a link to what this means. More integration of statistical analysis. Biologists love a slide bar. *everyone loves a slide bar. Particularly with real-time update of what happens to the analysis in response to changing said parameter. ",Be properly trained. Particularly in appropriate statistical analysis. ,"Every analysis tool should have a clear pipeline which you can fiddle with in an informed manner. Most biologists are broadly asking the same thing from image analysis and ultimately a single package should be able to achieve this. 

Oh! better integration of python with Fiji. Fiji macro language is whacky. 

Finally, not a fan of being lumped in with undergrads. undergrads and postgrads have very distinct different needs. ",Yes,False,True,False,Balanced,Medium skill,High comfort
216,5/18/2022 10:32,Yes,Facility staff,Cell/Molecular Biology,Europe,2.0,3.0,3.0,"Sit down with a tool I know and start playing with the data, Look up solutions generally on the internet (Google)",Sometimes,Moderately preferable,Moderately preferable,Moderately preferable,Moderately preferable,Very preferable,Moderately preferable,Somewhat preferable,Not at all interested,Very interested,Very interested,Very interested,Moderately interested,Not at all interested,Not at all interested,Life Sciences,"Other commercial software (Imaris, Volocity, etc), Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)","Open source point-and-click software (ImageJ, FIJI, Icy, CellProfiler, etc)",2D,,"2D, 3D (<3000x3000x100)",,2D,,,,,,,finding nuclei,"avoiding autofluorescence signals in tissue samples, coping with low SNR",,,,,,,,,,,,,,Email list,"Workshop/tutorial on imaging or image analysis, Conference session on imaging or image analysis, Conference dedicated to imaging or image analysis",Some,Email list,BioVoxxel seminar on site - tailored themes to our problems,,,Explain how to adapt particular tools/pipelines for samples that don't behave as well as the example data set. ,Pay more attention to dynamic range than what looks pretty to human eyes,,Yes,True,False,False,Imaging,Medium skill,Medium comfort
